l_ufarm,0.0024012583958,0.0812553978302,-0.0401770174503,0.0634996386047,0.13707550055,0.988523192973,
l_uarm,0.0632664486766,-0.0321387917808,0.00698320268647,-1.0,-8.32667268469e-17,2.77555756156e-17,
l_ufarm,-0.00219169648956,0.114789603722,0.0474237273975,0.0131042272248,0.110528213395,-0.993786593426,
l_uarm,-0.00737214570707,-0.0357454156017,-0.0688123717156,0.0456920989067,-0.2267766962,0.972874381489,
l_scap,0.0727665275335,-0.102910331689,-0.00876593392065,-1.0,2.60208521397e-18,1.2294852636e-16,
r_uarm,0.00142907597283,-0.0290163708757,0.0519916136844,-0.112573200976,0.200234963818,-0.973259078399,
l_uleg,0.06289740637,0.00782658676896,-0.222189804003,-0.97188986057,-0.100745928046,0.212791815875,
l_uleg,-0.0388171742339,0.0740445724657,-0.207471300533,0.00161133905395,-0.999727770845,0.0232763353377,
l_larm,-0.00316729973181,-0.102660192835,0.0375754469905,0.0591498932473,-0.0970490107823,-0.993520397191,
l_larm,0.00630659420509,-0.0927443241546,-0.0550949983299,-0.225225614456,-0.0662391475919,0.972052363774,
l_uleg,-0.125673403716,0.00689071884659,-0.159878408196,0.994856973185,-0.0825083803019,-0.0587534687051,
l_uleg,-0.0383149174258,-0.0737977819251,-0.177824889107,-8.00828950966e-05,0.999992564191,0.00385553493326,
l_uarm,-0.00714299433181,-0.0298588525912,0.0516668308315,-0.0417252766198,0.22740221967,-0.972906589442,
pelvis,-0.154778510332,0.00160343469732,-0.00296150537943,1.0,1.98523347013e-20,2.16840434497e-19,
pelvis,-0.114177569463,-0.056638385065,-0.145359309174,-0.0273913719863,1.35525271561e-20,0.999624785978,
pelvis,0.174999400973,0.00130121605117,-0.00358354023256,-1.0,-0.0,-0.0,
r_scap,0.0696039199829,-0.00186543034786,0.00145897141826,-1.0,5.33089694411e-17,-9.55321524824e-18,
r_uarm,-0.0179800159093,-0.029940984248,-0.0654024363778,0.186259316684,-0.272025679045,0.944091890066,
r_scap,-0.0875755689345,0.000738394319432,-0.00292077535625,1.0,2.25924877373e-08,-3.65827871839e-08,
utorso,-0.22325474446,-0.17176623152,0.0848941287639,0.0256642611392,0.997068911898,-0.072075867155,
utorso,0.248808396516,0.00483557189577,0.15475315993,-0.945467411804,-0.0274859533238,0.324554919215,
utorso,-0.202272078893,-0.163063498474,0.241186001377,0.00838745198169,0.999964824706,4.20513796697e-07,
utorso,0.148992244582,0.109267934837,0.0640961738673,-0.560491310921,-0.789766030321,0.249237051287,
l_uarm,-0.0842111884171,-0.12167466888,0.0080675764347,0.999999999999,1.43483700987e-06,-4.06711190039e-07,
utorso,-0.195715419238,0.166810861736,0.247546067263,5.80621826647e-06,-0.999999999983,9.63921217978e-07,
r_larm,0.00950279257763,-0.106718386569,-0.0564008830691,-0.25315401547,-0.0703149627852,0.964867270903,
r_uleg,-0.126576173199,-0.000747590273394,-0.15692435768,0.997782710923,0.00640272936834,-0.0662470138191,
